title;bookID;author;rating;ratingsCount;reviewsCount;reviewerName;reviewerRating
Majestic Molokai: A Nature Lover's Guide;3266;Cameron Kepler;4;5;1;Riyan;5
Molokai (Pacific Classics, No. 4) (Pacific Classics, # 4);3265;O.A. Bushnell;04.26;4565;261;Teddy;2
Teatrica: Esercizi Di Lettura Del Teatro Antico;3263;Giuseppe Di Martino;0;0;0;Firdaus B;3
Feel Like Going Home: Portraits in Blues & Rock 'n' Roll;7216;Peter Guralnick;04.19;339;16;Firdaus B;4
Cloud Atlas;6794;David Mitchell;04.01;174208;17160;Youga P;4
A Weekend with Warren Buffett: And Other Shareholder Meeting Adventures;1145;Randy Cepuch;0,172222222;44;8;Reyhan R;4
Fundamentals of Anatomy & Physiology;2424;Frederic H. Martini;04.08;306;23;Youga P;2
The Healthy College Cookbook: Quick. Cheap. Easy.;3897;Alexandra Nimetz;0,175;50;6;Elsa;1
Compelling Evidence (Paul Madriani, #1);2425;Steve Martini;0,186805556;4435;164;Riyan;5
"The ""Sopranos"" Family Cookbook";3898;Allen Rucker;0,188888889;606;36;Teddy;5
Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain;3900;Diane Johnson;03.48;222;44;Firdaus B;1
The South Beach Diet Quick and Easy Cookbook: 200 Delicious Recipes Ready in 30 Minutes or Less;3899;Arthur Agatston;0,177777778;571;18;Firdaus B;1
The Beach House;7510;James Patterson;0,181944444;70786;1638;Youga P;2
Personal Bankruptcy Laws For Dummies;3611;James P. Caher;03.01;10;1;Reyhan R;3
Manhattan Story;4308;Ethan Hawke;4;4;1;Youga P;3
Banking Online For Dummies;3610;Paul Murphy;0;0;0;Elsa;2
Aschermittwoch;4307;Ethan Hawke;03.28;2222;211;Riyan;2
Ash Wednesday;4309;Ethan Hawke;03.28;2222;211;Teddy;4
Dreamland;4327;Todd Schorr;04.56;45;2;Firdaus B;1
Dreamland (German Edition);4334;Kevin Baker;03.07;1448;183;Firdaus B;2
Dreamland;4335;Kevin Baker;03.07;1448;183;Youga P;5
The Gunslinger (The Dark Tower, #1);5098;Stephen King;0,193055556;379066;13871;Reyhan R;2
Studies In The Atonement;9944;Robert A. Morey;4;9;1;Youga P;3
Country Living Stylish Storage: Simple Ways to Contain Your Clutter;550;Paige Gilchrist;3;1;0;Elsa;2
Perfume: The Art And Science of Scent;345;Cathy Newman;0,179861111;52;5;Riyan;3
Simple Handmade Storage: 23 Step-By-Step Weekend Projects;551;Philip Haxell;3;6;1;Teddy;5
Perfect Order: 101 Simple Storage Solutions;549;Elizabeth Hilliard;0,177083333;4;0;Firdaus B;3
Scents & Sensibilities: Creating Solid Perfumes for Well-Being;344;Mandy Aftel;03.08;61;1;Firdaus B;2
Perfume: The Story of a Murderer;343;Patrick Süskind;4;227482;10275;Youga P;5
Daily Life in Ancient and Modern Timbuktu;9935;Larry Brook;3;2;0;Reyhan R;5
Moveable Feasts: The History, Science, and Lore of Food;9937;Gregory McNamee;03.41;17;2;Youga P;3
More Backcountry Cooking: Moveable Feasts from the Experts (Backpacker Magazine);9938;Dorcas S. Miller;0,179166667;9;1;Elsa;2
Ernest Hemingway's a Moveable Feast: A Study in the Genre of Memoir;9939;John J. Botta Jr.;0,171527778;9;1;Riyan;3
Between Time and Timbuktu or Prometheus-5;9936;Kurt Vonnegut Jr.;03.43;708;21;Teddy;4
Theocritus: Idylls;2458;Theocritus;03.08;360;13;Firdaus B;4
Writing Plain Visions: The Mystic Migrant In Joy Kogawa's Obasan;9727;Brent MacLaine;0;0;0;Firdaus B;5
Dragonball Z The Garlic Jr., Trunks And Android Sagas Role Playing Game;3933;Christian Conkle;5;7;0;Youga P;2
Writing Against the Silence: Joy Kogawa's Obasan;9725;Arnold E. Davidson;4;1;0;Reyhan R;2
Nichijō No Gokuraku: Obasan No Mirai O Kangaeru;9726;Toyoo Tamamura;0;0;0;Youga P;4
Obasan;9723;Joy Kogawa;03.06;5080;364;Elsa;3
Ender's Game (Ender's Saga, #1);9740;Orson Scott Card;04.03;884481;38381;Riyan;4
The Last Season;4166;Eric Blehm;04.03;5825;562;Teddy;5
My Brown Bear Barney in Trouble;6451;Dorothy Butler;03.05;4;0;Firdaus B;3
Expanding Tactics for Listening Teacher's Book;3128;Lisa A. Hutchins;04.05;6;2;Firdaus B;1
Downfall;5007;Samuel E. Stone;5;1;0;Youga P;1
Here All Dwell Free: Stories to Heal the Wounded Feminine;5100;Gertrud Mueller Nelson;04.18;33;4;Reyhan R;2
The Road to the Dark Tower: Exploring Stephen King's Magnum Opus;5097;Bev Vincent;04.29;32679;75;Youga P;5
Runaway Bride;3130;Deborah  Gordon;04.14;7;0;Elsa;4
The Handmaid's Tale (SparkNotes Literature Guides);5101;SparkNotes;03.02;10;0;Riyan;5
Desert Fire;3131;Deborah Gordon;0;0;0;Teddy;4
El azul de la virgen;5008;Tracy Chevalier;0,170138889;24953;1589;Firdaus B;1
Capitalism: The Unknown Ideal;669;Ayn Rand;0,185416667;3293;148;Firdaus B;5
Little Box Ballet (A Little box of ballet stories);9254;Margaret Greaves;0;0;0;Youga P;2
Presidential Assassins (History Makers);7524;Patricia D. Netzley;0,177083333;4;1;Reyhan R;3
The Joffrey Ballet: Robert Joffrey and the Making of an American Dance Company;9248;Sasha Anawalt;0,186111111;17;2;Youga P;5
Prokofiev's Ballets for Diaghilev;9252;Stephen D. Press;0;0;0;Elsa;2
The Case of the Nutcracker Ballet (The New Adventures of Mary-Kate & Ashley, #38);9250;Megan Stine;0,176388889;124;5;Riyan;1
Blubberina (Scrambled Legs, #5);9253;Jahnna N. Malcolm;03.28;18;0;Teddy;5
The Terrible Tryouts (Scrambled Legs, #1);9251;Jahnna N. Malcolm;0,175694444;73;7;Firdaus B;5
Newhouse: All the Glitter, Power, and Glory of America's Richest Media Empire and the Secretive Man Behind It;5869;Thomas Maier;4;6;1;Firdaus B;2
An Affair to Remember: The Remarkable Love Story of Katharine Hepburn and Spencer Tracy;6879;Christopher Andersen;04.03;1078;46;Youga P;3
The Kids' Book about Death and Dying;2231;Eric Rofes;5;4;1;Reyhan R;3
Your Baby's First Year for Dummies;2221;James Gaylord;0,171527778;69;3;Youga P;5
Grief, Dying, & Death;2232;Therese A. Rando;04.22;27;2;Elsa;1
The Feeling Good Handbook;2222;David D. Burns;0,193055556;4457;114;Riyan;4
Blessing the Bridge: What Animals Teach Us About Death, Dying, and Beyond;2233;Rita M. Reynolds;04.27;52;11;Teddy;1
The History of Sexuality, Volume 1: An Introduction;1875;Michel Foucault;04.03;14101;561;Firdaus B;5
A Broken Bow;3551;Martha Humphreys;03.05;4;0;Firdaus B;4
The Modern Prince: What Leaders Need to Know Now;3553;Carnes Lord;03.05;34;3;Youga P;5
One In A Million (First Love from Silhouette);3552;Kathryn Makris;0,140972222;6;0;Reyhan R;3
Tides of War;1317;Steven Pressfield;0,185416667;3329;161;Youga P;5
New York Trilogy   Whodunit?;442;Anne Holzapfel;0;0;0;Elsa;1
New York Dreams (Virex Trilogy, #3);439;Eric Brown;0,184027778;33;2;Riyan;5
Ghosts (The New York Trilogy, #2);434;Paul Auster;0,170833333;3411;200;Teddy;3
New York Trilogy: New York Underground, Trapped, Love and Sex;438;Paul Hallasy;0;0;0;Firdaus B;3
The Locked Room (The New York Trilogy, #3);435;Paul Auster;0,186805556;2855;168;Firdaus B;2
New York Nights (Virex Trilogy, #1);440;Eric Brown;03.51;71;8;Youga P;1
The New York Trilogy: City of Glass / Ghosts / The Locked Room;433;Paul Auster;0,188888889;43699;2465;Reyhan R;4
La trilogía de Nueva York;436;Paul Auster;0,188888889;43699;2465;Youga P;3
The Shadow of the Wind;4524;Carlos Ruiz Zafón;04.24;323459;25080;Elsa;4
Bridget Jones's Diary;4486;Helen Fielding;0,177083333;762573;8227;Riyan;3
That Summer in Paris;802029;Morley Callaghan;0,186111111;294;48;Teddy;2
Goodnight Max;4523;Rosemary Wells;0,189583333;179;11;Firdaus B;3
"Modern Lives: A Cultural Re-Reading of the ""Lost Generation""";4635;Marc Dolan;3;3;0;Firdaus B;4
Islands in the Stream;4633;Ernest Hemingway;0,185416667;10851;519;Youga P;2
Hemingway on Fishing;4632;Ernest Hemingway;0,191666667;256;21;Reyhan R;3
Bridget Jones: The Edge Of Reason (Bridget Jones #2);4487;Helen Fielding;03.53;82735;2251;Youga P;5
The Great Gatsby (SparkNotes Literature Guide);4678;SparkNotes;0,175;39;3;Elsa;1
The Great Gatsby;4675;F. Scott Fitzgerald;0,186805556;2821848;52554;Riyan;5
Limitations (Kindle County Legal Thriller, #7);4680;Scott Turow;03.03;1722;217;Teddy;5
The Great Gatsby;4679;F. Scott Fitzgerald;0,186805556;2821848;52554;Firdaus B;2
The Great Gatsby;4674;F. Scott Fitzgerald;0,186805556;2821848;52554;Firdaus B;1
Sailor Moo: Cow at Sea;4606;Lisa Wheeler;04.11;143;38;Youga P;3
Moo;4605;Jane Smiley;03.46;6813;561;Reyhan R;3
Anne of Avonlea ;8145;L.M. Montgomery;04.21;109388;3116;Youga P;1
Catch-22 (Spark Notes Literature Guide);4607;SparkNotes;4;3;0;Elsa;1
CliffsNotes on Heller's Catch-22;4608;Charles A. Peek;0,176388889;34;2;Riyan;5
Anne of Avonlea  ;8142;L.M. Montgomery;04.21;109388;3116;Teddy;2
Anne of Green Gables / Anne of Avonlea (Anne of Green Gables, #1-2);8144;L.M. Montgomery;04.04;1689;67;Firdaus B;3
Anne of Avonlea;8143;L.M. Montgomery;04.21;109388;3116;Firdaus B;4
Catch-22;4609;Joseph Heller;0,193055556;589714;13939;Youga P;4
Catch-22;4610;Joseph Heller;0,193055556;589686;13938;Reyhan R;5
Cp St. Charles & From Critical Thinking To Argument & Nickel And Dimed;4388;Lynn Z. Bloom;0;0;0;Youga P;5
An Avalanche of Anoraks;1932;Robert J. White;0,177083333;4;0;Elsa;5
Avalanche;1930;Quincy Troupe;0,172222222;31;0;Riyan;2
Fahrenheit 451:  A Unit Plan;4385;Mary B. Collins;0;0;0;Teddy;2
Avalanche;1931;Arthur J. Roth;0,170833333;230;35;Firdaus B;3
Secrets of the Snow: Visual Clues to Avalanche and Ski Conditions;1929;Edward R. Lachapelle;04.05;4;1;Firdaus B;4
Avalanche: Heretical Reflections on the Dark and the Light;1928;W. Brugh Joy;0,191666667;23;2;Youga P;4
Macroeconomics [with Study Guide, Nickel & Dimed, & Dismal Scientist Activation Card];4387;Paul Krugman;03.06;186;21;Reyhan R;2
Fahrenheit 451: And Related Readings;4384;Ray Bradbury;0,186805556;551;65;Youga P;5
Fahrenheit 451;4386;Ray Bradbury;0,192361111;1193874;31350;Elsa;2
Comfort Me with Apples;8731;A.C. Snow;03.05;2;0;Riyan;1
Phenomenon: Everything You Need to Know About the Paranormal;6394;Sylvia Browne;0,191666667;875;39;Teddy;5
Sylvia Browne's Book of Dreams;6395;Sylvia Browne;0,184027778;1028;59;Firdaus B;5
Macbeth;8852;William Shakespeare;0,186111111;529432;7834;Firdaus B;1
Macbeth;8854;William Shakespeare;0,186111111;529444;7834;Youga P;5
Southern Mail;8851;Antoine de Saint-Exupéry;0,175;967;45;Reyhan R;4
Father God: Co-creator to Mother God;6392;Sylvia Browne;04.18;180;6;Youga P;5
The Red Pony;8732;John Steinbeck;03.43;40911;1564;Elsa;4
Life on the Other Side: A Psychic's Tour of the Afterlife;6393;Sylvia Browne;4;1954;127;Riyan;3
Macbeth;8853;William Shakespeare;0,186111111;529454;7834;Teddy;1
Fullmetal Alchemist, Vol. 5 (Fullmetal Alchemist, #5);9326;Hiromu Arakawa;04.56;10920;163;Firdaus B;5
A Den Of Thieves;1975;Gretta Mulrooney;0;0;0;Firdaus B;2
The House of the Spirits;9328;Isabel Allende;04.02;142077;5365;Youga P;5
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry;2002;J.K. Rowling;04.04;11847;186;Reyhan R;3
The House of the Spirits;9327;Isabel Allende;04.02;142079;5365;Youga P;5
House of Spirits and Whispers: The True Story of a Haunted House;9329;Annie Wilder;03.54;517;54;Elsa;3
Den of Thieves (Cat Royal, #3);1976;Julia Golding;04.21;1519;74;Riyan;2
A Wrinkle in Time: LitPlan Teacher Pack;179;Mary B. Collins;03.38;8;0;Teddy;5
Wrinkles in Time;180;George Smoot;0,190972222;908;34;Firdaus B;4
Spectrum Test Prep, Grade 6;9852;Alan  Cohen;2;1;0;Firdaus B;3
An End to Poverty?: A Historical Debate;9855;Gareth Stedman Jones;03.46;13;0;Youga P;3
The Official LSAT Prep Test with Explanations Volume 1;9853;Bonnie Gordon;0;0;1;Reyhan R;5
Math Review for Standardized Tests;9851;Jerry Bobrow;0,172916667;39;1;Youga P;3
Reading Lolita In Tehran - A Memoir In Books;9839;Azar Nafisi;03.57;98985;6662;Elsa;1
Conquest of the Planet of the Apes;8878;John Jakes;0,172916667;211;9;Riyan;1
The End of Poverty;9854;Jeffrey D. Sachs;0,170833333;8796;686;Teddy;3
El Fin De La Pobreza;9856;Jeffrey D. Sachs;0,170833333;8796;686;Firdaus B;2
BSD Sockets Programming from a Multi-Language Perspective;5769;M. Tim Jones;3;1;0;Firdaus B;3
Absolute BSD: The Ultimate Guide to Freebsd;5768;Michael W. Lucas;04.14;36;2;Youga P;2
Vanity Fair Selections From America's Most Memorable Magazine: A Cavalcade of the 1920s and 1930s;5804;Cleveland Amory;04.23;13;3;Reyhan R;1
Vanity Fair ;5803;William Makepeace Thackeray;0,177777778;99117;2663;Youga P;2
Liber Aleph Vel CXI: The Book of Wisdom or Folly, in the Form an Epistle of 666, the Great Wild Beast to His Son 777, Being the Equinox, Volume III Number VI;5790;Aleister Crowley;04.25;244;6;Elsa;4
Encomium of Ptolemy Philadelphus;2454;Theocritus;0,171527778;3;0;Riyan;2
Little Dorrit;5337;Charles Dickens;0,192361111;36971;1222;Teddy;2
Four Complete Novels: Great Expectations/Hard Times/A Christmas Carol/A Tale of Two Cities;5336;Charles Dickens;04.28;3149;48;Firdaus B;3
A Christmas Carol and Other Christmas Writings;5338;Charles Dickens;04.13;32140;614;Firdaus B;3
The Oracle of the Bones/Book With Casting Bones and Casting Map Cloth;9759;Claire O'Neil;04.33;3;1;Youga P;5
Oracle Bones, Stars, and Wheelbarrows: Ancient Chinese Science and Technology;9758;Frank Ross;03.45;11;0;Reyhan R;1
Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters);1991;Jared Diamond;03.07;4128;261;Youga P;5
Conversations with J.K. Rowling;2000;Lindsey Fraser;0,192361111;3811;92;Elsa;2
The Third Chimpanzee: The Evolution & Future of the Human Animal;1993;Jared Diamond;04.04;16531;642;Riyan;2
Collapse: How Societies Choose to Fail or Survive;1994;Jared Diamond;0,188888889;47427;2714;Teddy;3
The Rise And Fall Of The Third Chimpanzee;1992;Jared Diamond;04.04;16531;642;Firdaus B;1
Martin Chuzzlewit;1990;Charles Dickens;0,181944444;12746;431;Firdaus B;4
Sources of Shang History: The Oracle-Bone Inscriptions of Bronze Age China;9757;David N. Keightley;0;0;0;Youga P;5
Dickens' Great Expectations (Cliffs Notes);2622;Debra A. Bailey;03.56;25;0;Reyhan R;3
Great Expectations (MAXNotes Literature Guides);2628;Judy Clamon;3;1;0;Youga P;4
The Praise of Folly;2629;Erasmus;0,186111111;9167;426;Elsa;3
Great Expectations: Authoritative Text, Backgrounds, Contexts, Criticism;2626;Charles Dickens;0,177083333;513791;12479;Riyan;3
Great Expectations;2625;Charles Dickens;0,177083333;513791;12479;Teddy;4
Great Expectations  ;2627;Charles Dickens;0,177083333;513791;12479;Firdaus B;5
Great Expectations ;2624;Charles Dickens;0,177083333;513791;12479;Firdaus B;3
Great Expectations;2623;Charles Dickens;0,177083333;513803;12479;Youga P;5
John Fitzgerald Kennedy: A Photography Montage;4419;Phaidon Press;0,215972222;35;3;Reyhan R;3
The Greatest Speeches Of President John F. Kennedy;4420;John F. Kennedy;04.05;36;0;Youga P;4
Who Was John F. Kennedy?;4417;Yona Zeldis McDonough;04.16;502;84;Elsa;3
The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President;4418;Harrison Edward Livingstone;03.22;9;0;Riyan;5
John F. Kennedy and a New Generation;4421;David Burner;0,135416667;24;2;Teddy;3
Memoirs of a Geisha;929;Arthur Golden;04.08;1431315;25822;Firdaus B;2
Breakfast with Tiffany: An Uncle's Memoir;9892;Edwin John Wintle;03.53;503;63;Firdaus B;2
Breakfast At Tiffany's. ( Fremdsprachentexte). (Lernmaterialien);9890;Truman Capote;0,186805556;162041;7534;Youga P;4
Breakfast at Tiffany's;9891;Truman Capote;0,186805556;162041;7534;Reyhan R;3
Triumph of the Lamb: A Commentary on Revelation;9893;Dennis E. Johnson;04.38;135;23;Youga P;1
Il Mondo Della Giada: I Grandi Capolavori Dell'arte Cinese;7258;Gildo Fossati;0;0;0;Elsa;5
The Dominion of War: Empire and Liberty in North America, 1500-2000;7262;Fred Anderson;04.01;100;22;Riyan;4
No Dominion (Joe Pitt, #2);7263;Charlie Huston;4;4681;207;Teddy;4
Dominion (Ollie Chandler #2);7264;Randy Alcorn;04.25;3704;107;Firdaus B;4
Pharmaceutical Nation: An Obsessive Study Of Pill Marketing, Art, History And Culture From Flintstones Vitamins To Prozac;6508;Jim Hogshire;5;2;0;Firdaus B;5
Dominion and Dynasty: A Biblical Theology of the Hebrew Bible;7267;Stephen G. Dempster;04.04;350;57;Youga P;4
Animales No Se Visten, Los (Animals Should Definitely Not Wear Clothing) with CD;8077;Judi Barrett;04.11;2974;178;Reyhan R;4
St. Maximilian Kolbe: The Story of the Two Crowns (Christian Hero Series);8081;Claire Jordan Mohan;5;1;0;Youga P;3
An Apple A Day;8076;Judi Barrett;0;0;0;Elsa;4
Hero System Rulesbook (Universal Role Playing, Stock No. 500);8082;Iron Crown Enterprises;03.11;18;0;Riyan;2
Benjamin's 365 Birthdays;8075;Judi Barrett;0,16875;30;3;Teddy;2
Mystic Masters;8080;Allen Varney;03.33;3;1;Firdaus B;1
Best Science Fiction Stories of H. G. Wells;8917;H.G. Wells;03.08;79;7;Firdaus B;5
The Complete Science Fiction Treasury of H.G. Wells;8916;H.G. Wells;04.11;2450;49;Youga P;4
Vegan Freak: Being Vegan in a Non-Vegan World;8959;Bob Torres;0,176388889;1898;191;Reyhan R;3
Medea, Hecuba, Hippolytus, the Trojan Women and the Bacchantes;3257;Euripides;02.05;2;0;Youga P;1
Hecuba, Trojan Women, Andromache;3255;Euripides;04.29;14;0;Elsa;3
The Secret Garden;3001;Marsha Norman;04.24;283;11;Riyan;4
The Trojan Women;3254;Euripides;0,184722222;4441;156;Teddy;2
The Trojan Women;3256;Euripides;0,184722222;4441;156;Firdaus B;1
Der Vorleser;4208;Bernhard Schlink;0,175694444;143035;8633;Firdaus B;2
The Vice-Busting Diet: A 12-Week Plan to Break Your Worst Food Habits and Change Your Life Forever;615;Julia Griggs Havey;03.03;33;3;Youga P;5
Vice Cream: Over 70 Sinfully Delicious Dairy-Free Delights;617;Jeff Rogers;0,181944444;97;10;Reyhan R;5
Vice & Virtue in Everyday Life: Introductory Readings in Ethics;616;Christina Hoff Sommers;0,182638889;87;10;Youga P;5
Vice (V, #8);619;Jane Feather;03.51;464;17;Elsa;1
Vice Dos and Don'ts: 10 Years of VICE Magazine's Street Fashion Critiques;618;Suroosh Alvi;04.18;609;67;Riyan;2
Ten Apples Up On Top!;7797;Theo LeSieg;04.11;29357;507;Teddy;4
Circus McGurkus 1, 2, 3!;7794;Dr. Seuss;04.28;203;6;Firdaus B;4
Teaching With Favorite Dr. Seuss Books;7795;Joan Novelli;04.39;18;0;Firdaus B;5
Dr. Seuss's ABC (Book & CD);7793;Dr. Seuss;04.07;35424;1147;Youga P;5
One Fish, Two Fish, Three, Four, Five Fish!;7790;Dr. Seuss;04.12;123485;2133;Reyhan R;2
Daisy-Head Mayzie;7789;Dr. Seuss;0,181944444;2760;119;Youga P;1
Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel;7791;Richard H. Minear;04.18;1224;94;Elsa;3
"The Gospel According to Dr. Seuss: Snitches, Sneeches, and Other ""Creachas""";7792;James W. Kemp;04.01;140;17;Riyan;2
Cattus Petasatus: The Cat in the Hat in Latin;7796;Dr. Seuss;04.15;322692;4426;Teddy;2
Contemporary Literary Censorship: The Case History of Burroughs' Naked Lunch;7440;Michael B. Goodman;0,213194444;3;0;Firdaus B;1
Get the Salt Out: 501 Simple Ways to Cut the Salt Out of Any Diet;2724;Ann Louise Gittleman;03.55;11;2;Firdaus B;2
Naked Lunch;7438;William S. Burroughs;03.46;62329;2802;Youga P;4
Naked Lunch: The Restored Text;7439;William S. Burroughs;03.46;62331;2802;Reyhan R;5
The Years of Rice and Salt;2723;Kim Stanley Robinson;0,175;8602;921;Youga P;3
Cities of Salt;2722;Abdul Rahman Munif;04.06;2759;418;Elsa;1
Illuminations: Essays and Reflections;2725;Walter Benjamin;04.03;7995;189;Riyan;1
Koolaid's Art of War;7441;Rabih Alameddine;04.07;458;52;Teddy;2
Illumination Night;2726;Alice Hoffman;0,176388889;5141;367;Firdaus B;4
Naked Lunch;7437;William S. Burroughs;03.46;62327;2802;Firdaus B;1
Pyramids of Montauk: Explorations in Consciousness;444;Peter Moon;0,188194444;65;2;Youga P;2
New York Blues (Virex Trilogy);443;Eric Brown;0,181944444;33;3;Reyhan R;3
Ajdar;9528;Marjane Satrapi;0,184722222;110;24;Youga P;2
The End of Print;690;David Carson;04.06;591;15;Elsa;5
Ender's Shadow (Ender's Shadow, #1);9532;Orson Scott Card;04.03;127053;4643;Riyan;4
The Poe Shadow;9533;Matthew Pearl;03.11;6707;871;Teddy;3
Peter and the Shadow Thieves (Peter and the Starcatchers, #2);9531;Dave Barry;04.15;31090;1298;Firdaus B;4
The Shadow of the Wind (The Cemetery of Forgotten Books, #1);9529;Carlos Ruiz Zafón;04.24;323475;25082;Firdaus B;4
Shadow Divers;9530;Robert Kurson;04.26;19503;1782;Youga P;1
Jamie Oliver;8941;Brandon Robshaw;4;2;0;Reyhan R;4
The Robot Kit:;8943;Sarah Chapman;03.05;2;0;Youga P;4
Let's Go Shopping;8942;Betty Moon;3;1;1;Elsa;3
The Walls of Spyte;8946;Dave Morris;04.32;34;2;Riyan;4
Happy Days With The Naked Chef;531445;Jamie Oliver;04.06;5805;52;Teddy;1
Sons of Destiny;8948;Darren Shan;04.22;16610;746;Firdaus B;2
Cirque Du Freak Boxed Set #2 (Cirque Du Freak, #5-8);8950;Darren Shan;04.48;431;5;Firdaus B;5
The Naked Chef Takes Off;8947;Jamie Oliver;04.02;3280;44;Youga P;2
Lord of the Shadows;8949;Darren Shan;04.22;17441;357;Reyhan R;5
Angels  Guides Healing Meditations;6396;Sylvia Browne;04.05;44;1;Youga P;4
George Orwell: Battling Big Brother;9649;Tanya Agathocleous;03.33;6;2;Elsa;2
Loveroot;9655;Erica Jong;0,182638889;81;8;Riyan;5
In Front of Your Nose: 1945-1950 (The Collected Essays, Journalism & Letters, Vol. 4);9651;George Orwell;04.41;245;7;Teddy;1
The Orwell Reader: Fiction, Essays, and Reportage;9652;George Orwell;04.36;258;21;Firdaus B;3
Parachutes & Kisses;9657;Erica Jong;03.47;608;30;Firdaus B;3
Sappho's Leap;9656;Erica Jong;03.57;966;101;Youga P;4
Fruits & Vegetables;9658;Erica Jong;0,181944444;173;10;Reyhan R;4
Burmese Days;9650;George Orwell;0,183333333;15218;947;Youga P;5
Fear of Flying;9654;Erica Jong;03.44;15121;1288;Elsa;5
If on a Winter's Night a Traveler;9653;Italo Calvino;04.08;54526;4205;Riyan;1
Arundhati Roy's The God Of Small Things: A Critical Appraisal;5145;Amar Nath Prasad;0,193055556;42;1;Teddy;1
Arundhati Roy's the God of Small Things: A Routledge Guide;5147;Alex Tickell;04.04;28;4;Firdaus B;1
Manhattan on the Rocks;5143;Janice Harayda;0,134027778;51;8;Firdaus B;5
Do Android Crows Fly Over the Skies of an Electronic Tokyo?: The Interactive Urban Landscape of Japan;7087;Akira Suzuki;04.13;8;0;Youga P;4
Arundhati Roy's The God Of Small Things: Critique And Commentary;5146;R.S. Sharma;04.04;5;0;Reyhan R;3
Doctor Who and the Android Invasion;7088;Terrance Dicks;03.41;276;25;Youga P;4
The Android (Animorphs, #10);7089;Katherine Applegate;0,177777778;3460;90;Elsa;3
The Soul of a New Machine;7090;Tracy Kidder;04.09;4582;372;Riyan;4
Arundhati Roy's The God of Small Things: A Reader's Guide;5144;Julie Mullaney;4;291;19;Teddy;1
Blade Runner (Movie Tie In Edition);7086;Philip K. Dick;04.08;249299;8633;Firdaus B;5
Salonika Bay Murder: Cold War Politics and the Polk Affair;6347;Edmund Keeley;04.33;3;0;Firdaus B;4
Never Let Me Go;6338;Chuck Rosenthal;0,188888889;36;1;Youga P;3
Phaedo;6346;Plato;04.01;7078;193;Reyhan R;3
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1);14;Douglas Adams;04.02;1015999;20822;Youga P;4
Never Let Me Go;6337;Kazuo Ishiguro;03.08;328533;22300;Elsa;4
Rash Acts: Eighteen Snapshots for the Stage: An Anthology of Short Dramatic Work from Twenty Years of Touring Repertory;6452;Conrad Bishop;0;0;0;Riyan;3
The Hitchhiker's Guide to Lean: Lessons from the Road;15;Jamie Flinchbaugh;0,179861111;58;3;Teddy;4
Holy Cow! Not Another Mad Snappy Answers to Stupid Questions;3864;Al Jaffe;4;2;0;Firdaus B;3
Holy Cow!;3866;Harry Caray;03.24;50;12;Firdaus B;5
Holy Cow!: Hilarious Mis Adventures In India:  A Spiritual Passage Through The Madcap Mayhem Of India;3865;Stewart Katz;0;0;0;Youga P;3
Wild at Heart Field Manual: A Personal Guide to Discover the Secret of Your Masculine Soul;1851;John Eldredge;04.04;166;5;Reyhan R;4
Wild Fire (John Corey, #4);1849;Nelson DeMille;0,19375;20404;965;Youga P;4
Wild Swans: Three Daughters of China;1848;Jung Chang;04.23;68619;4492;Elsa;4
Born To Be Wild;1850;Catherine Coulter;0,177083333;2380;106;Riyan;1
Madonna/Like a Virgin/True Blue;5010;Madonna;04.05;2;0;Teddy;5
The Wycliffe Omnibus: Wycliffe And The Winsor Blue Wycliffe And The Four Jacks Wycliffe And The Quiet Virgin;5011;W.J. Burley;0;0;0;Firdaus B;1
Moby-Dick;2388;Jan Needle;0,172916667;153;15;Firdaus B;3
Moby Dick (Great Illustrated Classics);2391;Shirley Bogart;0,175;1860;137;Youga P;5
Saul Steinberg: Illuminations;2727;Saul Steinberg;04.37;35;4;Reyhan R;3
Moby Dick;2389;Herman Melville;03.47;401973;11411;Youga P;5
Moby-Dick;2387;Herman Melville;03.47;401984;11411;Elsa;1
Moby-Dick;2390;Herman Melville;03.47;401984;11411;Riyan;5
Love You Until--;4964;Lisa McCourt;04.05;4;1;Teddy;5
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones;4966;Tanya Remer Altmann;03.42;65;8;Firdaus B;2
The Wide-Eyed Wonder Years: A Mommy Guide to Preschool Daze;4968;Lorilee Craker;0,168055556;13;1;Firdaus B;2
Small Wonders: Year-Round-Alaska;4969;Mary Shields;4;1;0;Youga P;4
Year of Wonder, 1968: Reflections on Travel;4973;Pierson F. Melcher;0;0;0;Reyhan R;2
A Year of Wonder;4970;C. David McKirachan;04.12;26;1;Youga P;4
Seven-Year-Old Wonder-Book(paper);4967;Isabel Wyatt;04.21;118;18;Elsa;3
Focus on the Wonder Years: Challenges Facing the American Middle School;4971;Jaana Juvonen;5;1;1;Riyan;1
Year of Wonders;4965;Geraldine Brooks;4;109574;8222;Teddy;1
Divine;6657;Karen Kingsbury;04.27;9007;442;Firdaus B;2
